Tier,FICO,Term,Amount,Previous_Rate,Competition_rate,Rate,Cost_Funds,Partner Bin,Car_Type_N,Car_Type_R,Car_Type_U,Accept
1,804,36,33926,0,3.89,3.89,1.09,1,0,0,1,0
1,733,60,20000,0,4.89,4.55,1.34,1,1,0,0,0
1,798,60,25000,0,4.89,4.55,1.34,2,1,0,0,1
1,712,60,22999.99,0,4.19,4.19,1.1,3,1,0,0,0
3,682,72,22000,0,5.89,9.25,1.61,1,0,0,1,0
1,759,60,33315,0,4.49,4.09,1.34,3,1,0,0,0
3,698,66,41000,0,5.19,5.99,1.11,1,1,0,0,0
1,730,60,41468,0,3.85,3.85,1.09,2,1,0,0,0
3,677,48,25186,6,4.75,5.69,1.1175,1,0,1,0,0
1,748,36,22200,10,4.75,4.75,1.1688,3,0,1,0,1
2,712,60,36000,0,4.25,4.89,1.12,3,1,0,0,0
2,715,36,19000,0,3.75,4.99,1.12,1,1,0,0,0
3,677,60,25000,0,4.49,5.15,1.3363,3,1,0,0,0
2,705,72,29320.73,0,5.75,5.89,1.4338,1,1,0,0,1
2,716,60,6750,0,5.05,7.24,1.28,3,0,0,1,1
1,758,60,24000,7,5.39,5.39,1.1,1,0,1,0,1
2,725,48,27000,0,4.49,4.69,1.11,3,1,0,0,0
3,684,36,19300,13,4.25,7.54,1.12,2,0,1,0,0
2,702,60,51200,6,4.89,5.25,1.09,1,0,1,0,1
1,747,60,18800,0,4.69,4.39,1.3206,1,0,0,1,1
1,709,60,12600,4,5.39,4.65,1.3688,3,0,1,0,1
3,676,66,18485.45,0,5.59,6.49,1.12,1,0,0,1,1
1,746,36,9000,0,3.85,3.85,1.38,1,1,0,0,1
1,784,60,36000,0,4.39,4.09,1.31,3,1,0,0,0
3,684,60,19000,0,4.25,5.79,1.12,3,1,0,0,0
4,657,60,10325,6,4.95,6.15,1.12,1,0,1,0,1
1,763,60,22055,4,5.09,3.99,1.11,1,0,1,0,1
2,712,48,21300,3,4.95,6.44,1.12,3,0,1,0,0
1,790,48,37000,0,3.99,3.99,1.12,1,1,0,0,0
1,734,72,30093.39,0,6.2,5.64,1.44,3,0,0,1,1
2,718,60,40000,0,4.49,4.35,1.3075,3,1,0,0,0
3,670,72,22331,0,5.39,5.99,1.27,1,1,0,0,0
3,687,36,21000,0,4.55,6.19,1.11,1,0,0,1,0
1,727,72,25000,0,5.15,5.15,1.1,3,0,0,1,0
4,649,36,6500,0,4.65,10.95,1.54,3,0,0,1,1
1,738,72,50000,0,5.09,5.09,1.82,1,1,0,0,0
2,702,60,20300,6,4.95,5.17,1.12,3,0,1,0,0
1,791,60,40000,0,4.49,3.95,1.2838,2,1,0,0,0
3,676,60,42000,0,4.49,8.55,1.788,3,1,0,0,0
1,755,36,7332,5,4.39,4.48,1.18,3,0,1,0,0
3,680,60,25000,0,4.49,8.25,1.33,3,1,0,0,0
3,674,60,27300,6,4.75,6.4,1.1,1,0,1,0,1
2,712,72,32815,0,5.29,7.54,1.2525,1,1,0,0,0
1,732,60,25000,0,4.65,4.65,1.1,2,0,0,1,1
1,733,60,33000,0,3.99,3.99,1.1031,1,1,0,0,0
1,793,36,35000,0,4.75,4.73,1.8125,3,1,0,0,0
1,771,60,40000,0,4.39,4.39,1.32,1,1,0,0,0
2,680,72,13901,10,5.69,6.99,1.1,1,0,1,0,1
1,755,48,40300,10,5.29,5.25,1.11,3,0,1,0,0
1,760,36,25000,0,3.89,3.89,1.1,3,0,0,1,0
1,746,60,25000,0,4.25,4.25,1.12,3,1,0,0,0
1,785,72,37518,0,4.99,4.95,1.12,3,1,0,0,0
4,665,60,20000,5,5.19,8.39,1.1,1,0,1,0,0
2,709,60,11179,10,4.95,6.44,1.12,3,0,1,0,0
1,749,36,7505,7,4.75,4.75,1.1,3,0,1,0,1
1,768,72,25000,0,5.39,4.99,1.32,1,1,0,0,0
2,722,60,30000,0,4.49,6.39,1.67,3,1,0,0,0
3,687,60,30000,0,5.49,5.46,1.7888,1,1,0,0,0
1,778,60,26500,0,4.49,4.09,1.3375,3,1,0,0,0
1,771,60,38000,0,4.49,4.39,1.3375,1,1,0,0,0
4,666,36,12596,18,4.25,8.09,1.12,1,0,1,0,0
2,729,72,19000,0,5.65,7.09,1.94,3,0,0,1,1
2,706,60,34000,0,4.49,6.39,1.757,3,1,0,0,0
3,691,48,22500,0,4.25,5.79,1.12,1,1,0,0,0
1,790,72,40000,0,5.39,5.29,1.2838,1,1,0,0,0
4,651,60,12000,8,5.19,6.53,1.11,1,0,1,0,1
1,774,60,14000,0,4.39,4.39,1.31,2,1,0,0,0
2,725,72,33000,0,5.25,6.29,1.1,2,0,0,1,0
1,802,60,15173,12,4.99,4.89,1.1,3,0,1,0,0
3,676,60,31500,0,3.99,5.15,1.1,3,1,0,0,0
1,811,36,7999.99,0,3.75,2.99,1.65,1,1,0,0,1
1,690,36,20000,12,4.25,4.25,1.17,2,0,1,0,0
1,737,60,31000,0,4.89,4.89,1.696,3,0,0,1,0
3,691,66,9281,13,5.99,7.99,1.12,3,0,1,0,1
3,671,48,24000,0,4.89,5.29,1.375,3,1,0,0,0
2,723,36,14900,10,4.99,6.39,1.84,3,0,1,0,1
1,782,36,46405,0,4.75,4.48,1.8,3,1,0,0,0
1,734,48,25500,5,4.75,4.75,1.1106,2,0,1,0,0
3,682,48,29999.99,0,4.39,8.55,1.91,1,1,0,0,0
1,766,48,19000,0,4.49,4.49,1.1688,3,1,0,0,0
1,808,36,25021,0,4.4,4.5,1.4194,3,1,0,0,0
3,676,36,17853,6,4.25,5.47,1.12,1,0,1,0,0
1,745,66,30999.99,0,5.75,5.75,1.696,3,0,0,1,0
1,746,36,30385,7,4.39,4.49,1.1,1,0,1,0,1
1,762,60,34999.99,0,4.49,4.49,1.38,3,1,0,0,0
1,782,36,13300,5,4.99,4.69,1.11,2,0,1,0,0
1,742,66,35000,0,4.99,4.95,1.12,3,1,0,0,0
2,700,60,24136.6,0,4.49,6.39,1.811,3,1,0,0,1
4,649,60,26250,11,5.49,10.33,1.889,2,0,1,0,0
2,717,60,46000,0,3.85,5.79,1.09,2,1,0,0,0
2,726,60,45000,0,4.59,6.39,1.6,3,1,0,0,0
1,796,48,22200,0,3.99,3.99,1.12,1,1,0,0,0
1,819,60,12000,0,4.79,4.79,2.016,1,0,0,1,1
1,758,60,30000,0,4.39,4.39,1.31,3,1,0,0,0
1,831,60,24866,0,4.39,4.39,1.84,3,1,0,0,0
3,699,60,31000,0,5.49,6.14,1.81,3,1,0,0,0
1,765,36,52235,0,3.89,3.89,1.32,3,1,0,0,0
4,648,60,22925,17,5.29,8.09,1.11,1,0,1,0,1
1,756,60,12852,0,4.25,4.25,1.12,1,1,0,0,0
1,734,36,27000,0,3.59,3.59,1.12,3,1,0,0,0
1,730,36,25000,7,4.95,4.95,1.3513,2,0,1,0,0
3,693,60,27766,0,4.49,5.15,1.32,1,1,0,0,0
1,796,36,20695,7,4.75,4.75,1.0913,1,0,1,0,0
2,703,48,30000,0,4.59,6.39,1.65,3,1,0,0,0
1,745,60,22000,0,4.25,4.25,1.12,1,1,0,0,0
1,799,60,17252,0,3.99,3.99,1.1006,1,1,0,0,0
1,750,60,12824.81,0,5.2,4.59,1.38,3,0,0,1,1
1,751,48,24000,0,4.89,4.89,1.757,3,0,0,1,1
2,702,60,10569,0,5.2,4.99,1.42,3,0,0,1,1
1,690,60,29999.99,0,4.39,4.39,2,2,1,0,0,0
1,761,60,28000,0,4.09,4.09,1.18,1,1,0,0,0
3,688,72,35700,8,5.99,6.98,1.12,1,0,1,0,0
1,756,60,40000,0,4.25,4.25,1.12,2,1,0,0,0
1,727,66,21350,5,5.99,4.48,1.1188,1,0,1,0,1
3,679,60,42000,0,4.49,4.95,1.3075,2,1,0,0,0
1,727,60,7073.97,16,5.39,5.39,1.3669,3,0,1,0,1
1,783,72,35000,0,4.75,4.69,1.18,2,1,0,0,0
1,717,60,19999.99,0,4.49,4.49,1.4331,2,1,0,0,0
3,682,48,11952,8,5.19,6.53,1.09,3,0,1,0,1
3,674,48,25000,0,4.29,5.15,1.32,3,1,0,0,0
1,744,60,30000,0,4.49,4.49,1.32,1,1,0,0,0
1,785,60,20427.66,7,5.49,5.49,1.858,1,0,1,0,1
1,771,36,23464,0,4.75,4.69,1.8,3,1,0,0,0
3,697,60,29999,0,4.49,8.25,1.42,2,1,0,0,0
3,678,60,16100,7,4.85,6.9,1.1,3,0,1,0,0
4,644,48,17183,0,4.49,7.89,1.31,3,1,0,0,0
4,655,60,12502,11,4.75,8.09,1.0438,3,0,1,0,0
1,795,72,26027.7,0,5.59,4.99,1.34,3,0,0,1,1
1,731,60,23725.07,0,4.09,4.09,1.12,1,0,0,1,1
1,770,72,26548,0,5.75,5.64,1.3813,1,1,0,0,0
1,739,60,25000,0,4.49,4.49,1.2813,3,1,0,0,0
2,709,60,40000,0,3.99,4.89,1.12,1,1,0,0,0
4,665,72,24225.47,0,5.75,7.89,1.74,3,1,0,0,1
1,756,66,42500,0,6.25,6.29,1.8388,3,1,0,0,0
3,690,36,11570,8,4.49,6.78,1.1,1,0,1,0,0
1,737,60,24850,9,4.75,4.75,1.1013,1,0,1,0,1
1,804,60,8700,8,5.29,5.25,1.11,1,0,1,0,0
2,712,60,37750,0,4.25,4.89,1.12,3,1,0,0,0
4,642,72,16000,0,4.99,8.39,1.1,1,1,0,0,0
4,668,72,24500,0,6.25,7.99,1.8388,1,1,0,0,0
2,708,48,16200.25,0,4.99,5.89,1.14,3,0,0,1,1
1,742,60,48000,0,4.49,4.25,1.3075,1,1,0,0,0
2,707,48,10300,15,5.09,6.44,1.12,1,0,1,0,0
1,758,60,55000,0,4.99,4.89,1.42,3,1,0,0,0
4,667,60,43600,0,4.09,6.19,1.0925,2,1,0,0,0
2,722,60,52615,0,4.29,4.29,1.2738,2,1,0,0,0
2,724,72,35000,0,5.19,5.19,1.1194,1,1,0,0,0
2,728,48,10000,7,5.29,5.85,1.11,1,0,1,0,1
1,767,72,29000,0,5.65,5.39,1.34,3,1,0,0,0
1,751,60,23498.75,0,5.49,4.85,1.78,3,1,0,0,1
3,693,72,29593,5,6.19,10.35,1.45,2,0,1,0,0
1,759,60,13000,0,4.49,3.99,1.27,3,1,0,0,1
3,687,72,25889,0,5.75,9.25,1.67,1,0,0,1,0
2,707,60,24000,0,5.15,6.44,1.5688,1,0,0,1,0
3,677,60,36598,11,5.09,7.54,1.12,3,0,1,0,1
3,694,72,19927.2,0,5.65,5.99,1.34,1,1,0,0,1
4,646,60,12700,9,5.39,7.53,1.39,3,0,1,0,0
1,776,36,26770,0,4.55,4.55,1.33,1,0,0,1,0
4,668,66,20500,0,5.59,8.39,1.0988,3,0,0,1,0
2,695,72,31800,0,5.15,6.29,1.1,2,0,0,1,0
3,693,60,35000,0,4.09,5.15,1.14,1,1,0,0,0
2,721,60,31000,0,4.29,4.35,1.31,2,1,0,0,0
1,733,60,41500,0,4.89,4.55,1.34,1,1,0,0,0
2,726,48,21000,0,4.49,4.49,1.3113,3,1,0,0,0
1,765,36,20000,0,3.79,3.79,1.0438,3,1,0,0,0
2,707,36,19350,6,4.39,6.25,1.22,1,0,1,0,0
1,823,60,28500,0,4.49,4.49,1.12,1,1,0,0,0
3,693,60,39000,0,4.99,6.14,1.3813,3,1,0,0,0
2,719,36,20250,8,4.25,6.44,1.12,2,0,1,0,0
1,779,36,22000,5,4.45,4.45,1.1,2,0,1,0,0
1,819,60,14488.35,0,4.59,4.49,1.6,1,1,0,0,1
3,698,72,42181,0,4.99,6.29,1.12,3,1,0,0,0
1,811,60,35000,0,4.49,4.39,1.28,1,1,0,0,0
3,687,60,13200,0,4.69,5.15,1.31,1,0,0,1,1
4,668,60,17800,11,5.09,8.09,1.12,2,0,1,0,0
2,721,60,47370,0,4.39,4.85,1.31,3,1,0,0,0
1,790,60,48000,0,4.29,4.09,1.32,2,1,0,0,0
4,656,60,25300,6,4.99,6.29,1.12,2,0,1,0,0
1,745,72,14945.86,0,5.29,5.29,1.285,1,1,0,0,1
2,711,60,15000,0,5.15,6.44,1.5738,3,0,0,1,0
1,758,36,9050,8,4.39,4.48,1.0925,1,0,1,0,1
2,701,60,30000,0,5.24,4.69,1.7975,1,1,0,0,0
2,765,60,40000,0,4.59,6.39,1.54,3,1,0,0,0
1,756,60,25000,0,4.49,4.39,1.2913,3,1,0,0,0
2,702,60,25670,6,5.09,5.25,1.1,2,0,1,0,0
1,754,48,28500,0,4.19,4.19,1.1,1,1,0,0,0
1,754,36,52765,0,3.85,3.75,1.1,1,1,0,0,0
1,748,60,30000,0,4.59,4.49,1.5688,3,1,0,0,0
1,735,48,17500,0,4.39,4.39,1.09,3,0,0,1,0
1,771,60,35000,0,4.49,4.39,1.34,2,1,0,0,0
3,674,36,11401,10,4.95,8.53,1.1,3,0,1,0,0
2,704,36,12800,7,4.99,5.78,1.11,3,0,1,0,0
2,707,60,45000,0,4.59,6.39,1.6,3,1,0,0,0
4,665,60,7440.01,0,4.39,8.49,1.09,1,0,0,1,1
1,796,36,36984,0,3.99,3.99,1.11,3,1,0,0,0
2,722,60,40000,6,4.89,5.25,1.09,3,0,1,0,0
1,742,66,35000,0,4.89,4.88,1.3188,3,1,0,0,0
1,693,72,11904.22,7,6.19,5.53,1.1,3,0,1,0,1
2,708,60,32000,0,4.49,4.35,1.3294,1,1,0,0,0
1,777,60,37000,0,4.99,4.48,1.8288,3,1,0,0,0
2,729,48,18300,6,4.75,5.5,1.0925,1,0,1,0,0
4,661,72,19800,12,5.49,8.59,1.18,3,0,1,0,0
1,759,60,20500,0,4.39,4.09,1.31,1,1,0,0,0
2,727,60,25342,6,5.39,7.99,1.33,2,0,1,0,0
2,725,60,22500,0,4.79,6.44,1.84,3,0,0,1,0
1,739,60,34517.12,0,4.49,4.49,1.12,1,1,0,0,1
2,707,72,46880,7,5.99,6.03,1.17,2,0,1,0,0
1,753,72,70000,0,4.75,4.69,1.11,1,1,0,0,0
4,653,60,22500,9,5.29,8.03,1.11,3,0,1,0,0
2,725,48,18500,0,4.89,4.49,1.34,3,1,0,0,0
1,794,60,30000,0,3.99,3.99,1.1,1,1,0,0,0
2,721,60,20000,0,4.29,4.49,1.2625,3,1,0,0,0
3,698,48,27500,0,5.49,6.14,1.8188,1,1,0,0,0
3,767,48,20872,4,5.49,6.39,2.039,2,0,1,0,0
1,731,36,13462,6,4.95,4.68,1.17,3,0,1,0,0
1,752,60,14050.59,0,5.5,4.48,1.8,1,0,0,1,1
2,718,60,31000,0,4.29,5.79,1.11,2,1,0,0,0
1,769,36,40000,0,3.49,3.49,1.1,3,1,0,0,0
1,752,60,27983,0,4.89,4.69,1.3725,3,1,0,0,0
1,753,72,30000,0,5.39,4.99,1.3081,2,1,0,0,0
2,680,60,44999.99,0,4.39,6.39,1.84,2,1,0,0,1
2,702,60,16323.73,0,4.55,4.89,1.11,1,0,0,1,1
1,680,48,15597.49,11,5.49,5.39,1.6,3,0,1,0,1
3,674,60,28537.22,0,4.39,5.15,1.31,3,1,0,0,1
1,791,60,24000,0,4.95,4.75,1.1,1,0,0,1,0
1,770,60,45000,0,3.99,3.85,1.1,3,1,0,0,0
1,762,60,17500,8,5.49,5.49,1.738,2,0,1,0,0
1,748,36,15050,5,4.25,4.25,1.12,1,0,1,0,1
3,670,60,19110.85,0,3.99,5.49,1.12,1,1,0,0,1
1,781,60,23000,0,4.39,4.39,1.31,3,1,0,0,0
2,715,60,33854,0,5.49,4.89,1.79,1,1,0,0,0
3,689,72,30000,0,5.65,9.25,1.84,2,0,0,1,0
3,673,60,45000,0,4.09,4.95,1.0438,1,1,0,0,0
1,773,36,30000,0,4.39,4.39,1.0988,1,0,0,1,0
2,723,60,46000,0,4.49,6.29,1.45,1,1,0,0,0
3,679,72,12302.67,0,4.85,5.99,1.1013,3,0,0,1,1
1,789,72,18546.05,0,5.79,5.79,1.3631,1,0,0,1,1
3,683,60,25000,0,4.09,5.15,1.14,3,1,0,0,0
2,722,36,6300,7,4.39,6.44,1.2463,3,0,1,0,0
3,695,60,51000,0,5.49,6.14,1.8,3,1,0,0,0
1,756,48,22000,0,4.79,4.79,2.091,1,0,0,1,0
4,666,60,18000,0,5.49,7.89,1.82,3,1,0,0,0
1,742,60,67558,0,3.99,4.09,1.1,1,1,0,0,0
1,768,60,30000,0,4.49,4.09,1.31,1,1,0,0,0
3,668,72,33751.21,0,5.39,7.29,1.1,3,0,0,1,1
2,720,36,14824,0,3.99,4.35,1.32,1,1,0,0,0
4,669,66,36500,7,5.99,6.15,1.12,3,0,1,0,1
1,755,48,9279.5,7,4.99,4.99,1.1,3,0,1,0,1
1,750,60,19286,0,3.99,3.99,1.12,3,1,0,0,0
1,773,36,10000,0,4.29,4.29,1.84,1,0,0,1,1
3,684,60,40000,0,4.25,5.79,1.1175,1,1,0,0,0
1,733,60,34000,0,4.99,4.89,1.79,3,1,0,0,0
1,801,36,24404.74,0,4.5,4.49,1.4313,1,1,0,0,1
1,789,48,30000,0,4.99,4.69,1.44,3,1,0,0,0
2,702,60,16103,0,4.49,7.19,1.38,3,1,0,0,0
1,736,66,22682,0,4.99,4.99,1.1,1,1,0,0,0
1,776,48,23500,0,4.49,4.39,1.3375,3,1,0,0,0
1,769,60,30227,0,4.29,4.29,1.32,1,1,0,0,0
2,707,60,40000,0,4.25,5.09,1.1188,3,1,0,0,0
2,703,60,34000,0,4.49,5.79,1.12,2,1,0,0,0
1,787,60,30000,0,4.99,4.89,1.42,3,1,0,0,0
3,677,60,19898,7,4.95,5.77,1.12,2,0,1,0,0
2,706,48,21800,0,4.29,4.49,1.32,3,1,0,0,0
2,704,36,13900,6,4.49,6.1,1.1,1,0,1,0,0
1,752,48,15568.72,5,5.49,4.75,2.016,1,0,1,0,1
3,761,36,6034.82,7,5.05,5.05,1.525,3,0,1,0,1
4,669,60,33500,0,4.49,7.89,1.3375,3,1,0,0,0
2,705,48,28000,8,5.19,6.53,1.12,1,0,1,0,0
2,721,72,48587,0,4.99,4.89,1.32,3,1,0,0,0
1,757,60,30000,0,4.49,4.09,1.3363,3,1,0,0,0
1,792,60,25480.07,0,4.99,4.64,1.3813,2,1,0,0,1
2,707,72,25000,0,5.65,7.09,1.858,2,0,0,1,0
1,749,60,14306,6,4.75,4.75,1.11,2,0,1,0,0
1,733,48,28000,0,4.39,4.09,1.31,1,1,0,0,0
2,708,60,19999.99,0,4.39,6.39,1.933,2,1,0,0,0
3,696,60,20000,0,4.65,7.04,1.1,2,0,0,1,0
1,775,60,29999.99,0,4.79,4.79,1.91,3,0,0,1,0
3,685,66,21000,0,5.75,6.64,1.4313,3,1,0,0,0
1,737,36,16260,0,3.99,3.99,1.3181,3,1,0,0,0
3,742,48,6942.51,6,5.39,5.39,1.33,1,0,1,0,1
2,701,48,14000,9,4.99,6.59,1.1,2,0,1,0,0
2,728,72,22000,6,5.89,5.25,1.1,3,0,1,0,0
2,711,72,29419.04,0,6.2,5.95,1.74,2,0,0,1,1
1,730,60,20923.47,0,5.75,5.35,1.8,1,0,0,1,1
2,703,48,17500,0,4.49,4.34,1.3363,3,1,0,0,0
3,679,60,26426,0,4.95,8.24,1.1788,1,0,0,1,1
1,760,72,33000,0,5.49,5.49,1.1,1,0,0,1,0
1,760,60,21523.38,0,4.29,4.09,1.14,1,0,0,1,1
1,759,60,13574,6,5.09,4.99,1.1,2,0,1,0,0
2,720,60,45000,0,4.95,6.99,1.1,2,0,0,1,0
2,723,60,50000,0,3.99,4.35,1.1175,1,1,0,0,0
2,682,72,27403,0,5.45,5.69,1.1188,1,0,0,1,1
3,678,60,24000,0,4.89,8.65,1.738,3,0,0,1,0
2,711,72,26000,0,5.39,5.44,1.27,3,1,0,0,0
3,685,72,22348.64,0,4.89,5.99,1.3188,1,1,0,0,1
1,766,36,7933,8,4.75,4.75,1.0938,1,0,1,0,1
3,698,66,22827.45,0,4.85,5.99,1.1013,3,0,0,1,1
4,642,60,16278,0,4.25,7.89,1.12,1,1,0,0,0
3,684,66,29468,0,5.79,9.15,1.45,3,0,0,1,0
2,700,60,25000,0,4.49,4.35,1.31,3,1,0,0,0
4,643,60,30000,0,4.29,6.89,1.3188,1,1,0,0,0
1,753,48,24000,0,4.95,4.95,1.125,3,0,0,1,0
4,648,48,13586,10,5.49,8.53,1.6,3,0,1,0,0
2,718,72,23307,0,5.25,6.29,1.1,1,0,0,1,1
4,666,60,10000,0,5.05,10.65,1.2638,3,0,0,1,1
1,774,72,20000,0,5.15,5.15,1.09,1,0,0,1,0
4,664,60,55000,0,4.09,7.89,1.12,1,1,0,0,0
1,787,60,56000,0,4.39,4.39,1.1,3,1,0,0,0
4,649,36,14524,0,4.75,7.99,1.81,1,1,0,0,0
3,690,48,22000,0,4.19,5.49,1.12,3,1,0,0,0
1,737,60,53000,0,3.99,3.99,1.1069,3,1,0,0,0
1,777,36,20400,0,4.55,4.55,1.45,1,0,0,1,0
1,770,36,35000,0,3.99,3.99,1.3,1,1,0,0,0
2,702,72,40000,0,5.19,5.19,1.12,1,1,0,0,0
2,705,60,6400,11,5.19,6.59,1.1,1,0,1,0,1
2,707,48,14500,8,5.49,7.03,1.959,1,0,1,0,1
3,699,48,35000,0,4.49,6.09,1.12,2,1,0,0,0
4,669,66,18110,0,4.75,7.89,1.1163,1,1,0,0,0
3,697,72,40000,0,5.65,9.25,1.858,2,0,0,1,0
1,775,60,18153.32,10,5.49,5.49,1.91,3,0,1,0,1
2,710,72,33000,0,4.89,4.89,1.29,1,1,0,0,0
1,736,60,20700,6,4.85,5.15,1.11,1,0,1,0,1
3,672,60,15691.9,0,4.99,6.14,1.8275,3,1,0,0,1
2,717,60,13435,0,4.49,4.34,1.34,3,1,0,0,0
2,709,60,20000,0,4.49,4.85,1.3,1,1,0,0,0
1,793,60,35000,0,4.29,4.09,1.2738,1,1,0,0,0
1,742,60,18800,9,4.95,4.95,1.1188,2,0,1,0,0
2,722,66,30000,0,4.75,4.89,1.12,3,1,0,0,0
2,726,60,35000,0,4.99,4.99,1.4388,3,1,0,0,0
2,720,60,35000,0,4.19,4.89,1.12,1,1,0,0,0
1,752,60,17938,0,4.49,4.09,1.3375,1,1,0,0,0
4,647,72,17788,11,5.99,8.59,1.12,2,0,1,0,0
1,753,48,18590,5,5.19,4.65,1.1,2,0,1,0,0
3,696,66,22809,0,6,5.99,1.34,1,0,0,1,1
1,822,72,14000,0,6.25,5.85,1.7775,1,1,0,0,1
1,764,60,20414,7,5.49,5.49,2.091,2,0,1,0,0
1,754,60,21000,4,5.39,4.65,1.45,2,0,1,0,0
1,773,60,27000,0,3.99,3.99,1.1,3,1,0,0,0
1,804,36,22019,0,4.39,3.99,1.34,2,1,0,0,0
3,698,60,30000,0,4.89,5.15,1.3613,3,1,0,0,0
4,655,60,23521,8,5.49,7.48,1.65,3,0,1,0,0
4,662,60,30000,0,4.89,10.95,1.738,3,0,0,1,0
2,726,60,34000,0,4.49,7.19,1.3506,3,1,0,0,0
1,783,60,45000,0,4.59,4.49,1.525,3,1,0,0,0
1,740,72,55000,0,6.4,5.85,1.8075,1,0,0,1,0
2,704,72,49000,0,4.89,4.89,1.3188,2,1,0,0,0
2,719,60,35000,0,4.19,4.89,1.12,1,1,0,0,0
1,745,60,43000,0,3.99,3.99,1.1,3,1,0,0,0
4,662,72,50000,0,5.39,8.39,1.0938,2,0,0,1,0
2,708,48,18200,0,4.49,4.34,1.2913,3,1,0,0,0
3,673,60,10325.17,0,4.09,5.15,1.1069,1,0,0,1,0
1,769,60,37000,0,4.89,4.69,1.4194,2,1,0,0,0
3,683,60,31000,0,4.49,5.49,1.11,3,1,0,0,0
4,644,72,49989.2,0,4.79,8.39,1.09,1,1,0,0,1
1,749,60,17500,0,4.09,4.09,1.22,3,1,0,0,0
1,757,48,20114,0,4.39,4.39,1.09,1,0,0,1,0
3,678,60,25832,0,4.65,6.19,1.0938,3,0,0,1,0
1,740,60,50000,0,5.49,5.59,1.84,1,1,0,0,0
3,676,48,23000,0,4.39,4.65,1.32,1,1,0,0,0
2,709,60,14175.7,0,4.85,5.89,1.1,1,0,0,1,1
1,819,36,24000,0,3.49,3.49,1.1163,3,1,0,0,0
2,725,48,35000,0,4.29,4.35,1.3188,2,1,0,0,0
3,670,60,17900,0,3.99,5.15,1.1125,3,1,0,0,0
1,740,48,14100,7,4.89,4.89,1.09,3,0,1,0,1
2,714,60,27880.44,0,4.39,4.85,1.3181,1,1,0,0,1
1,763,36,8300,8,4.49,4.49,1.1,1,0,1,0,0
2,701,48,17300,7,5.29,5.78,1.12,1,0,1,0,1
3,682,60,20559.55,7,5.49,6.39,1.84,3,0,1,0,1
1,806,36,28000,0,3.99,3.99,1.305,1,1,0,0,0
3,697,60,19940.67,0,4.39,5.15,1.31,1,1,0,0,1
1,726,60,24049.98,0,3.85,3.85,1.1,1,1,0,0,1
3,694,60,21000,0,4.99,5.7,1.3869,1,1,0,0,0
3,697,60,20888,7,5.09,6.12,1.1,2,0,1,0,0
3,679,60,29999.99,0,4.39,6.19,1.09,3,0,0,1,1
3,715,60,41999.99,0,4.39,6.39,2.07,2,1,0,0,0
1,792,36,10000,0,3.99,3.99,1.3363,1,1,0,0,1
1,728,60,45000,0,4.19,4.19,1.1,2,1,0,0,0
3,677,48,9200,10,4.75,7.54,1.1,1,0,1,0,1
3,717,60,31000,6,5.49,6.39,1.757,2,0,1,0,0
2,727,60,18000,6,5.29,5.43,1.12,3,0,1,0,0
3,673,60,35000,0,4.39,6.19,1.09,3,0,0,1,0
1,781,60,35000,0,4.49,4.39,1.3113,2,1,0,0,0
2,721,60,36000,0,4.89,4.34,1.34,1,1,0,0,0
3,691,72,25324,0,5.09,8.75,1.858,2,1,0,0,0
3,687,60,19999.99,0,4.99,6.19,1.11,2,0,0,1,0
1,765,60,30615,0,4.49,4.49,1.42,1,1,0,0,0
2,713,48,15678,0,4.49,4.85,1.3,3,1,0,0,0
1,796,48,25000,0,4.39,4.09,1.3178,1,1,0,0,0
1,746,72,25931.16,0,4.85,4.79,1.12,3,0,0,1,1
1,771,60,14227.85,0,4.85,4.85,1.1,3,0,0,1,1
1,774,60,37000,0,4.09,4.09,1.14,3,1,0,0,0
2,701,36,30000,7,4.75,6.22,1.11,2,0,1,0,0
1,814,48,12898.64,0,4.39,4.39,1.951,1,1,0,0,1
1,801,72,41000,0,5.39,5.29,1.3388,1,1,0,0,0
1,732,60,35000,0,4.49,4.34,1.3375,3,1,0,0,0
3,696,48,10300,8,4.75,7.54,1.1,1,0,1,0,0
1,749,48,25000,0,4.39,4.39,1.09,3,0,0,1,0
2,678,60,46000,0,4.85,6.59,2.11,2,0,0,1,0
3,674,66,52709.5,0,5.75,6.79,1.11,1,0,0,1,1
1,768,60,25690,0,4.19,4.19,1.12,3,1,0,0,0
1,749,60,28000,0,5.49,4.85,1.8075,3,1,0,0,0
2,700,60,25000,0,4.65,6.29,1.1,1,0,0,1,0
4,665,60,35000,0,5.49,7.99,1.82,3,1,0,0,0
3,693,60,12999.99,0,4.55,6.69,1.1,3,0,0,1,0
3,686,72,40000,0,5.65,9.25,1.84,1,0,0,1,0
1,775,48,26000,0,3.99,3.99,1.1,1,1,0,0,0
3,685,60,35000,0,4.25,5.79,1.17,1,1,0,0,0
2,721,60,26622.33,7,5.49,6.28,1.951,1,0,1,0,1
1,752,60,13300,0,4.69,4.09,1.31,1,0,0,1,1
3,683,60,20733.5,0,5.2,5.15,1.34,1,0,0,1,1
3,697,48,13652,0,4.49,6.19,1.1,3,0,0,1,1
1,796,60,40000,0,4.39,4.39,1.32,3,1,0,0,0
2,716,60,45000,0,4.65,6.29,1.1,3,0,0,1,0
2,710,36,20000,0,4.5,4.89,1.6388,1,1,0,0,0
